###################################################################
#	Summary of the parameters used to generate this mock sample:
#
#   data filename       = mock_temp/mock_snls3_A5.txt
#   sigma_mB_int_fac0   = 0.1
#   sigma_mB_int_fac1   = 0.033
#   sigma_mB_meas_fac   = 0.08
#   sigma_mB_lens_fac   = 0.07
#   sigma_mB_sys_fac    = 0
#	max redshift of sne = 1.39
###################################################################
#   z   mu   dmu    mu^th    flux    dflux     flux^th
          0.01029       33.22943985      0.1283298412       33.23780275    0.000510768447   5.990764327e-05    0.000506849355
          0.01006       33.22556214      0.1283238174       33.18833092   0.0005125959174   6.269755157e-05   0.0005304783093
          0.01055       33.35973038      0.1283366533       33.29242363   0.0004530100605   5.697140601e-05   0.0004819816983
          0.01113       33.28124616      0.1283518597       33.40960939   0.0004869692491   5.114863966e-05   0.0004326694604
           0.0109       33.31817976       0.128345828       33.36388044   0.0004706825467   5.334641777e-05    0.000451281807
          0.01231       33.65192974      0.1283828398        33.6304012   0.0003461211236   4.174670269e-05    0.000353052687
          0.01334       33.92473587      0.1284099287       33.80661041   0.0002692189649   3.550014435e-05   0.0003001620856
          0.01426       33.79456148      0.1284341615       33.95295785   0.0003035116807   3.102937986e-05   0.0002623112163
          0.01457       33.92096462      0.1284423348       34.00017134   0.0002701557116   2.971086765e-05   0.0002511490058
          0.01443       33.85524307      0.1284386432        33.9789735   0.0002870137956   3.029576949e-05   0.0002561006016
          0.01366       33.81407274      0.1284183535        33.8586175   0.0002981061286   3.384198087e-05   0.0002861231503
           0.0147       34.28788392      0.1284457635       34.01967529   0.0001926843457   2.918269183e-05   0.0002466776966
          0.01354       33.79284942      0.1284151937       33.83925766   0.0003039906542   3.444998414e-05   0.0002912707909
          0.01557       34.18279713      0.1284687273       34.14596736   0.0002122663474   2.598281232e-05   0.0002195902508
           0.0138        33.9321367      0.1284220407       33.88099221   0.0002673900973   3.315265872e-05   0.0002802871037
          0.01415       34.08397209      0.1284312623       33.93596005   0.0002324936868     3.1518273e-05   0.0002664501578
          0.01515       34.10713322      0.1284576374       34.08589507    0.000227586613   2.745854888e-05   0.0002320822743
          0.01446       33.92697149      0.1284394342       33.98353298    0.000268665193   3.016899686e-05   0.0002550273782
          0.01578       34.21070932      0.1284742749       34.17540505   0.0002068789348   2.528889394e-05   0.0002137164639
          0.01497       34.24224288      0.1284528869       34.05964378   0.0002009568657   2.812950157e-05   0.0002377620233
          0.01471        34.0814366      0.1284460273       34.02116851   0.0002330372579   2.914264399e-05   0.0002463386712
          0.01555       33.83993757       0.128468199       34.14314332     0.00029108845   2.605037542e-05   0.0002201621566
          0.01549         34.123846      0.1284666143        34.1346496    0.000224110187   2.625464314e-05   0.0002218912419
           0.0155       34.19251726      0.1284668784       34.13606748   0.0002103745001   2.622043311e-05   0.0002216016601
          0.01548       34.17377408      0.1284663502       34.13323081    0.000214037746   2.628891973e-05   0.0002221813875
          0.01564        34.3672577      0.1284705763       34.15582333   0.0001791005509   2.574838661e-05   0.0002176059014
           0.0155       34.27313466      0.1284668784       34.13606748   0.0001953197395   2.622043311e-05   0.0002216016601
          0.01601       34.33540882       0.128480353       34.20720509   0.0001844320838   2.456011328e-05   0.0002075477189
          0.01697       34.31218614      0.1285057459       34.33523383   0.0001884193693    2.18325616e-05   0.0001844618108
          0.01737       34.15658088      0.1285163374       34.38647918   0.0002174541238   2.082774959e-05   0.0001759577206
          0.01706       34.28937349      0.1285081284       34.34686729   0.0001924201736   2.160027902e-05   0.0001824958877
           0.0175       34.23446898      0.1285197811       34.40288322    0.000202400885   2.051598482e-05   0.0001733192144
